"TIME","GEO","UNIT","AGE","Value","Flag and Footnotes"
"1993","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years","202,957",""
"1993","Turkey","Number","Less than 2 years",":",""
"1993","Turkey","Number","From 2 to 5 years",":",""
"1993","Turkey","Number","From 5 to 10 years",":",""
"1993","Turkey","Number","Over 10 years",":",""
"1994","Belgium","Number","Less than 2 years","640,000","d"
"1994","Belgium","Number","From 2 to 5 years","1,197,000","d"
"1994","Belgium","Number","From 5 to 10 years","1,581,000","d"
"1994","Belgium","Number","Over 10 years","792,000","d"
"1994","Bulgaria","Number","Less than 2 years",":",""
"1994","Bulgaria","Number","From 2 to 5 years",":",""
"1994","Bulgaria","Number","From 5 to 10 years",":",""
"1994","Bulgaria","Number","Over 10 years",":",""
"1994","Czech Republic","Number","Less than 2 years","205,681",""
"1994","Czech Republic","Number","From 2 to 5 years","379,080",""
"1994","Czech Republic","Number","From 5 to 10 years","756,166",""
"1994","Czech Republic","Number","Over 10 years","1,582,989",""
"1994","Denmark","Number","Less than 2 years",":",""
"1994","Denmark","Number","From 2 to 5 years",":",""
"1994","Denmark","Number","From 5 to 10 years",":",""
"1994","Denmark","Number","Over 10 years",":",""
"1994","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years","4,974,000","d"
"1994","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years","11,286,000","d"
"1994","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years","13,045,000","d"
"1994","Germany (until 1990 former territory of the FRG)","Number","Over 10 years","10,461,000","d"
"1994","Estonia","Number","Less than 2 years",":",""
"1994","Estonia","Number","From 2 to 5 years",":",""
"1994","Estonia","Number","From 5 to 10 years",":",""
"1994","Estonia","Number","Over 10 years",":",""
"1994","Ireland","Number","Less than 2 years","136,790",""
"1994","Ireland","Number","From 2 to 5 years","225,797",""
"1994","Ireland","Number","From 5 to 10 years","358,198",""
"1994","Ireland","Number","Over 10 years","218,237",""
"1994","Greece","Number","Less than 2 years","274,000",""
"1994","Greece","Number","From 2 to 5 years","516,000",""
"1994","Greece","Number","From 5 to 10 years","454,000",""
"1994","Greece","Number","Over 10 years","830,000",""
"1994","Spain","Number","Less than 2 years","1,704,000",""
"1994","Spain","Number","From 2 to 5 years","2,908,000",""
"1994","Spain","Number","From 5 to 10 years","4,272,000",""
"1994","Spain","Number","Over 10 years","4,849,000",""
"1994","France","Number","Less than 2 years","3,807,000",""
"1994","France","Number","From 2 to 5 years","6,405,000",""
"1994","France","Number","From 5 to 10 years","8,906,000",""
"1994","France","Number","Over 10 years","5,782,000",""
"1994","Croatia","Number","Less than 2 years",":",""
"1994","Croatia","Number","From 2 to 5 years",":",""
"1994","Croatia","Number","From 5 to 10 years",":",""
"1994","Croatia","Number","Over 10 years",":",""
"1994","Italy","Number","Less than 2 years","3,352,000",""
"1994","Italy","Number","From 2 to 5 years","6,833,000",""
"1994","Italy","Number","From 5 to 10 years",":",""
"1994","Italy","Number","Over 10 years",":",""
"1994","Cyprus","Number","Less than 2 years","24,000",""
"1994","Cyprus","Number","From 2 to 5 years","47,000",""
"1994","Cyprus","Number","From 5 to 10 years","55,000",""
"1994","Cyprus","Number","Over 10 years","84,000",""
"1994","Latvia","Number","Less than 2 years",":",""
"1994","Latvia","Number","From 2 to 5 years",":",""
"1994","Latvia","Number","From 5 to 10 years",":",""
"1994","Latvia","Number","Over 10 years",":",""
"1994","Lithuania","Number","Less than 2 years",":",""
"1994","Lithuania","Number","From 2 to 5 years",":",""
"1994","Lithuania","Number","From 5 to 10 years",":",""
"1994","Lithuania","Number","Over 10 years",":",""
"1994","Luxembourg","Number","Less than 2 years",":",""
"1994","Luxembourg","Number","From 2 to 5 years",":",""
"1994","Luxembourg","Number","From 5 to 10 years",":",""
"1994","Luxembourg","Number","Over 10 years",":",""
"1994","Hungary","Number","Less than 2 years",":",""
"1994","Hungary","Number","From 2 to 5 years",":",""
"1994","Hungary","Number","From 5 to 10 years",":",""
"1994","Hungary","Number","Over 10 years",":",""
"1994","Malta","Number","Less than 2 years",":",""
"1994","Malta","Number","From 2 to 5 years",":",""
"1994","Malta","Number","From 5 to 10 years",":",""
"1994","Malta","Number","Over 10 years",":",""
"1994","Netherlands","Number","Less than 2 years",":",""
"1994","Netherlands","Number","From 2 to 5 years",":",""
"1994","Netherlands","Number","From 5 to 10 years",":",""
"1994","Netherlands","Number","Over 10 years",":",""
"1994","Austria","Number","Less than 2 years","536,000","d"
"1994","Austria","Number","From 2 to 5 years","859,000","d"
"1994","Austria","Number","From 5 to 10 years","1,175,000","d"
"1994","Austria","Number","Over 10 years","910,000","d"
"1994","Poland","Number","Less than 2 years",":",""
"1994","Poland","Number","From 2 to 5 years",":",""
"1994","Poland","Number","From 5 to 10 years",":",""
"1994","Poland","Number","Over 10 years",":",""
"1994","Portugal","Number","Less than 2 years",":",""
"1994","Portugal","Number","From 2 to 5 years",":",""
"1994","Portugal","Number","From 5 to 10 years",":",""
"1994","Portugal","Number","Over 10 years",":",""
"1994","Romania","Number","Less than 2 years",":",""
"1994","Romania","Number","From 2 to 5 years",":",""
"1994","Romania","Number","From 5 to 10 years",":",""
"1994","Romania","Number","Over 10 years",":",""
"1994","Slovenia","Number","Less than 2 years","104,303",""
"1994","Slovenia","Number","From 2 to 5 years","223,078",""
"1994","Slovenia","Number","From 5 to 10 years","180,180",""
"1994","Slovenia","Number","Over 10 years","149,726",""
"1994","Slovakia","Number","Less than 2 years",":",""
"1994","Slovakia","Number","From 2 to 5 years",":",""
"1994","Slovakia","Number","From 5 to 10 years",":",""
"1994","Slovakia","Number","Over 10 years",":",""
"1994","Finland","Number","Less than 2 years",":",""
"1994","Finland","Number","From 2 to 5 years",":",""
"1994","Finland","Number","From 5 to 10 years",":",""
"1994","Finland","Number","Over 10 years",":",""
"1994","Sweden","Number","Less than 2 years",":",""
"1994","Sweden","Number","From 2 to 5 years",":",""
"1994","Sweden","Number","From 5 to 10 years",":",""
"1994","Sweden","Number","Over 10 years",":",""
"1994","United Kingdom","Number","Less than 2 years",":",""
"1994","United Kingdom","Number","From 2 to 5 years",":",""
"1994","United Kingdom","Number","From 5 to 10 years",":",""
"1994","United Kingdom","Number","Over 10 years",":",""
"1994","Iceland","Number","Less than 2 years",":",""
"1994","Iceland","Number","From 2 to 5 years",":",""
"1994","Iceland","Number","From 5 to 10 years",":",""
"1994","Iceland","Number","Over 10 years",":",""
"1994","Liechtenstein","Number","Less than 2 years",":",""
"1994","Liechtenstein","Number","From 2 to 5 years",":",""
"1994","Liechtenstein","Number","From 5 to 10 years",":",""
"1994","Liechtenstein","Number","Over 10 years",":",""
"1994","Norway","Number","Less than 2 years",":",""
"1994","Norway","Number","From 2 to 5 years",":",""
"1994","Norway","Number","From 5 to 10 years",":",""
"1994","Norway","Number","Over 10 years",":",""
"1994","Switzerland","Number","Less than 2 years","502,000",""
"1994","Switzerland","Number","From 2 to 5 years","844,000",""
"1994","Switzerland","Number","From 5 to 10 years","1,201,000",""
"1994","Switzerland","Number","Over 10 years","619,000",""
"1994","Former Yugoslav Republic of Macedonia, the","Number","Less than 2 years","8,514",""
"1994","Former Yugoslav Republic of Macedonia, the","Number","From 2 to 5 years","29,018",""
"1994","Former Yugoslav Republic of Macedonia, the","Number","From 5 to 10 years","41,215",""
"1994","Former Yugoslav Republic of Macedonia, the","Number","Over 10 years","184,434",""
"1994","Turkey","Number","Less than 2 years",":",""
"1994","Turkey","Number","From 2 to 5 years",":",""
"1994","Turkey","Number","From 5 to 10 years",":",""
"1994","Turkey","Number","Over 10 years",":",""
"1995","Belgium","Number","Less than 2 years","605,000","d"
"1995","Belgium","Number","From 2 to 5 years","1,122,000","d"
"1995","Belgium","Number","From 5 to 10 years","1,664,000","d"
"1995","Belgium","Number","Over 10 years","882,000","d"
"1995","Bulgaria","Number","Less than 2 years",":",""
"1995","Bulgaria","Number","From 2 to 5 years",":",""
"1995","Bulgaria","Number","From 5 to 10 years",":",""
"1995","Bulgaria","Number","Over 10 years",":",""
"1995","Czech Republic","Number","Less than 2 years","210,170",""
"1995","Czech Republic","Number","From 2 to 5 years","329,630",""
"1995","Czech Republic","Number","From 5 to 10 years","773,130",""
"1995","Czech Republic","Number","Over 10 years","1,730,390",""
"1995","Denmark","Number","Less than 2 years","350,000",""
"1995","Denmark","Number","From 2 to 5 years","238,000",""
"1995","Denmark","Number","From 5 to 10 years","571,000",""
"1995","Denmark","Number","Over 10 years","520,000",""
"1995","Germany (until 1990 former territory of the FRG)","Number","Less than 2 years","5,025,000","d"
"1995","Germany (until 1990 former territory of the FRG)","Number","From 2 to 5 years","11,042,000","d"
"1995","Germany (until 1990 former territory of the FRG)","Number","From 5 to 10 years","13,797,000","d"
"1995","Germany (until 1990 former territory of the FRG)","Number","Over 10 years","10,541,000","d"
"1995","Estonia","Number","Less than 2 years",":",""
"1995","Estonia","Number","From 2 to 5 years",":",""
"1995","Estonia","Number","From 5 to 10 years",":",""
"1995","Estonia","Number","Over 10 years",":",""
"1995","Ireland","Number","Less than 2 years","157,800",""
"1995","Ireland","Number","From 2 to 5 years","206,300",""
"1995","Ireland","Number","From 5 to 10 years","394,200",""
"1995","Ireland","Number","Over 10 years","232,100",""
"1995","Greece","Number","Less than 2 years","252,000",""
"1995","Greece","Number","From 2 to 5 years","539,000",""
"1995","Greece","Number","From 5 to 10 years","478,000",""
"1995","Greece","Number","Over 10 years","936,000",""
"1995","Spain","Number","Less than 2 years","1,791,000",""
"1995","Spain","Number","From 2 to 5 years","2,674,000",""
"1995","Spain","Number","From 5 to 10 years","4,688,000",""
"1995","Spain","Number","Over 10 years","5,060,000",""
"1995","France","Number","Less than 2 years","4,038,000",""
"1995","France","Number","From 2 to 5 years","5,974,000",""
"1995","France","Number","From 5 to 10 years","9,373,000",""
"1995","France","Number","Over 10 years","5,715,000",""
"1995","Croatia","Number","Less than 2 years","36,000",""
"1995","Croatia","Number","From 2 to 5 years","151,000",""
"1995","Croatia","Number","From 5 to 10 years","280,000",""
"1995","Croatia","Number","Over 10 years","244,000",""
"1995","Italy","Number","Less than 2 years","3,406,000",""
"1995","Italy","Number","From 2 to 5 years","6,248,000",""
"1995","Italy","Number","From 5 to 10 years",":",""
"1995","Italy","Number","Over 10 years",":",""
"1995","Cyprus","Number","Less than 2 years","29,000",""
"1995","Cyprus","Number","From 2 to 5 years","41,000",""
"1995","Cyprus","Number","From 5 to 10 years","61,000",""
"1995","Cyprus","Number","Over 10 years","89,000",""
"1995","Latvia","Number","Less than 2 years",":",""
"1995","Latvia","Number","From 2 to 5 years",":",""
"1995","Latvia","Number","From 5 to 10 years",":",""
"1995","Latvia","Number","Over 10 years",":",""
"1995","Lithuania","Number","Less than 2 years",":",""
"1995","Lithuania","Number","From 2 to 5 years",":",""
"1995","Lithuania","Number","From 5 to 10 years",":",""
"1995","Lithuania","Number","Over 10 years",":",""
"1995","Luxembourg","Number","Less than 2 years",":",""
"1995","Luxembourg","Number","From 2 to 5 years",":",""
"1995","Luxembourg","Number","From 5 to 10 years",":",""
"1995","Luxembourg","Number","Over 10 years",":",""
"1995","Hungary","Number","Less than 2 years","140,000",""
"1995","Hungary","Number","From 2 to 5 years","182,000",""
"1995","Hungary","Number","From 5 to 10 years","706,000",""
"1995","Hungary","Number","Over 10 years","1,217,000",""
"1995","Malta","Number","Less than 2 years",":",""
"1995","Malta","Number","From 2 to 5 years",":",""
"1995","Malta","Number","From 5 to 10 years",":",""
"1995","Malta","Number","Over 10 years",":",""
"1995","Netherlands","Number","Less than 2 years",":",""
"1995","Netherlands","Number","From 2 to 5 years",":",""
"1995","Netherlands","Number","From 5 to 10 years",":",""
"1995","Netherlands","Number","Over 10 years",":",""
"1995","Austria","Number","Less than 2 years",":",""
"1995","Austria","Number","From 2 to 5 years",":",""
"1995","Austria","Number","From 5 to 10 years",":",""
"1995","Austria","Number","Over 10 years",":",""
"1995","Poland","Number","Less than 2 years",":",""
"1995","Poland","Number","From 2 to 5 years",":",""
"1995","Poland","Number","From 5 to 10 years",":",""
"1995","Poland","Number","Over 10 years",":",""
"1995","Portugal","Number","Less than 2 years",":",""
"1995","Portugal","Number","From 2 to 5 years",":",""
"1995","Portugal","Number","From 5 to 10 years",":",""
"1995","Portugal","Number","Over 10 years",":",""
"1995","Romania","Number","Less than 2 years",":",""
"1995","Romania","Number","From 2 to 5 years",":",""
"1995","Romania","Number","From 5 to 10 years",":",""
"1995","Romania","Number","Over 10 years",":",""
"1995","Slovenia","Number","Less than 2 years","102,978",""
"1995","Slovenia","Number","From 2 to 5 years","228,549",""
"1995","Slovenia","Number","From 5 to 10 years","212,802",""
"1995","Slovenia","Number","Over 10 years","153,883",""
"1995","Slovakia","Number","Less than 2 years",":",""
"1995","Slovakia","Number","From 2 to 5 years",":",""
"1995","Slovakia","Number","From 5 to 10 years",":",""
"1995","Slovakia","Number","Over 10 years",":",""
"1995","Finland","Number","Less than 2 years",":",""
"1995","Finland","Number","From 2 to 5 years",":",""
"1995","Finland","Number","From 5 to 10 years",":",""
"1995","Finland","Number","Over 10 years",":",""
"1995","Sweden","Number","Less than 2 years",":",""
"1995","Sweden","Number","From 2 to 5 years",":",""
"1995","Sweden","Number","From 5 to 10 years",":",""
"1995","Sweden","Number","Over 10 years",":",""
"1995","United Kingdom","Number","Less than 2 years",":",""
"1995","United Kingdom","Number","From 2 to 5 years",":",""
"1995","United Kingdom","Number","From 5 to 10 years",":",""
"1995","United Kingdom","Number","Over 10 years",":",""
"1995","Iceland","Number","Less than 2 years",":",""
"1995","Iceland","Number","From 2 to 5 years",":",""
"1995","Iceland","Number","From 5 to 10 years",":",""
"1995","Iceland","Number","Over 10 years",":",""
"1995","Liechtenstein","Number","Less than 2 years",":",""
"1995","Liechtenstein","Number","From 2 to 5 years",":",""
"1995","Liechtenstein","Number","From 5 to 10 years",":",""
"1995","Liechtenstein","Number","Over 10 years",":",""
"1995","Norway","Number","Less than 2 years",":",""
